Kode Properti,Kecamatan, Price , Price_Sudah ,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Tamu,Jumlah Lantai,Terjangkau Internet,Kondisi Properti
P1712,mulyorejo,1650000000 ,1650 ,3,4,75,115,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1713,rungkut,1650000000 ,1650 ,3,3,78,110,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1714,wiyung,1650000000 ,1650 ,2,2,80,102,SHM - Sertifikat Hak Milik,2200,0,1,0,4
P1715,wiyung,1650000000 ,1650 ,2,2,80,102,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1716,wiyung,1650000000 ,1650 ,2,2,80,102,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1717,wiyung,1650000000 ,1650 ,3,3,80,102,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1718,wiyung,1650000000 ,1650 ,3,3,80,102,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1719,wiyung,1650000000 ,1650 ,3,3,80,102,SHM - Sertifikat Hak Milik,2200,1,1,0,4
P1720,wiyung,1650000000 ,1650 ,3,3,80,102,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1721,wiyung,1650000000 ,1650 ,3,3,80,120,HGB - Hak Guna Bangunan,1300,0,2,0,4
P1722,wiyung,1650000000 ,1650 ,3,3,81,102,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1723,tambaksari,1650000000 ,1650 ,3,3,82,135,SHM - Sertifikat Hak Milik,3500,1,1,0,4
P1724,kenjeran,1650000000 ,1650 ,3,2,84,89,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1725,kenjeran,1650000000 ,1650 ,3,2,84,89,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1726,pakal,1650000000 ,1650 ,3,3,84,110,HGB - Hak Guna Bangunan,2200,1,1,1,4
P1727,wonocolo,1650000000 ,1650 ,3,3,84,150,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1728,jambangan,1650000000 ,1650 ,2,3,90,130,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1729,lakarsantri,1650000000 ,1650 ,3,2,90,120,HGB - Hak Guna Bangunan,3500,1,2,1,4
P1730,sukomanunggal,1650000000 ,1650 ,3,3,90,130,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P1731,sukomanunggal,1650000000 ,1650 ,3,3,90,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1732,sukomanunggal,1650000000 ,1650 ,3,3,90,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1733,wiyung,1650000000 ,1650 ,2,2,90,120,SHM - Sertifikat Hak Milik,1300,0,2,0,2
P1734,lakarsantri,1650000000 ,1650 ,4,3,91,132,HGB - Hak Guna Bangunan,2200,0,2,1,4
P1735,sambikerep,1650000000 ,1650 ,2,2,96,75,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P1736,kenjeran,1650000000 ,1650 ,3,4,100,138,SHM - Sertifikat Hak Milik,4400,1,2,1,4
P1737,rungkut,1650000000 ,1650 ,3,3,100,150,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1738,rungkut,1650000000 ,1650 ,3,3,100,185,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1739,rungkut,1650000000 ,1650 ,3,3,100,155,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1740,tambaksari,1650000000 ,1650 ,4,4,100,120,SHM - Sertifikat Hak Milik,2200,1,1,1,4
P1741,tambaksari,1650000000 ,1650 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1742,tambaksari,1650000000 ,1650 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1743,tambaksari,1650000000 ,1650 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1744,tambaksari,1650000000 ,1650 ,3,3,100,138,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P1745,tenggilis mejoyo,1650000000 ,1650 ,4,3,100,165,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1746,rungkut,1650000000 ,1650 ,3,3,101,150,SHM - Sertifikat Hak Milik,1300,0,2,0,4
P1747,rungkut,1650000000 ,1650 ,3,3,102,140,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1748,lakarsantri,1650000000 ,1650 ,3,1,105,90,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P1749,lakarsantri,1650000000 ,1650 ,3,1,105,90,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P1750,lakarsantri,1650000000 ,1650 ,3,1,105,90,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P1751,lakarsantri,1650000000 ,1650 ,3,1,105,90,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P1752,lakarsantri,1650000000 ,1650 ,3,1,105,90,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P1753,lakarsantri,1650000000 ,1650 ,3,1,105,105,SHM - Sertifikat Hak Milik,3500,0,1,0,2
P1754,wiyung,1650000000 ,1650 ,3,1,108,72,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1755,wiyung,1650000000 ,1650 ,4,2,112,250,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1756,kenjeran,1650000000 ,1650 ,3,2,114,100,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1757,kenjeran,1650000000 ,1650 ,3,3,115,150,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1758,tambaksari,1650000000 ,1650 ,4,4,115,110,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1759,tambaksari,1650000000 ,1650 ,4,4,115,110,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1760,tambaksari,1650000000 ,1650 ,4,4,115,200,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1761,wiyung,1650000000 ,1650 ,2,1,117,60,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P1762,wiyung,1650000000 ,1650 ,2,2,128,150,SHM - Sertifikat Hak Milik,3300,1,2,1,2
P1763,wiyung,1650000000 ,1650 ,3,3,128,153,HGB - Hak Guna Bangunan,3500,1,2,1,4
P1764,rungkut,1650000000 ,1650 ,3,1,135,70,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1765,rungkut,1650000000 ,1650 ,2,2,135,85,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P1766,sukolilo,1650000000 ,1650 ,3,2,136,150,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P1767,wiyung,1650000000 ,1650 ,4,3,139,129,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P1768,kenjeran,1650000000 ,1650 ,3,2,144,100,SHM - Sertifikat Hak Milik,2200,1,1,1,1
P1769,rungkut,1650000000 ,1650 ,4,3,147,150,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P1770,rungkut,1650000000 ,1650 ,4,3,147,150,SHM - Sertifikat Hak Milik,4400,0,2,0,2
P1771,rungkut,1650000000 ,1650 ,4,2,150,200,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1772,sukolilo,1650000000 ,1650 ,2,2,155,80,SHM - Sertifikat Hak Milik,3500,0,1,0,2
P1773,lakarsantri,1650000000 ,1650 ,4,4,159,225,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P1774,sukomanunggal,1650000000 ,1650 ,4,1,180,180,SHM - Sertifikat Hak Milik,1300,0,1,0,3
P1775,tenggilis mejoyo,1650000000 ,1650 ,3,2,180,150,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P1776,wiyung,1650000000 ,1650 ,3,3,180,102,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1777,wiyung,1650000000 ,1650 ,4,3,180,270,SHM - Sertifikat Hak Milik,4400,1,2,0,2
P1778,rungkut,1650000000 ,1650 ,4,4,200,350,SHM - Sertifikat Hak Milik,1300,1,2,0,1
P1779,wiyung,1650000000 ,1650 ,4,3,295,252,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1780,benowo,1650000000 ,1650 ,1,2,345,250,SHM - Sertifikat Hak Milik,1300,1,1,1,1
P1781,wiyung,1650000000 ,1650 ,5,5,756,564,"Lainnya (PPJB,Girik,Adat,dll)",2200,1,2,1,2
P1782,pakal,1660000000 ,1660 ,4,3,90,110,HGB - Hak Guna Bangunan,2200,0,2,0,4
P1783,wiyung,1660000000 ,1660 ,4,1,135,200,SHM - Sertifikat Hak Milik,2200,1,2,1,3
P1784,sambikerep,1670000000 ,1670 ,3,2,66,135,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1785,lakarsantri,1670000000 ,1670 ,2,1,80,119,HGB - Hak Guna Bangunan,1300,1,2,1,4
P1786,rungkut,1670000000 ,1670 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1787,wiyung,1670000000 ,1670 ,4,2,88,150,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P1788,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1789,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1790,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1791,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1792,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1793,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1794,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1795,rungkut,1670000000 ,1670 ,4,4,90,160,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1796,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1797,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1798,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1799,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1800,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1801,rungkut,1670000000 ,1670 ,3,3,90,160,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1802,rungkut,1670000000 ,1670 ,4,4,90,160,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1803,tambaksari,1670000000 ,1670 ,4,4,102,124,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1804,tambaksari,1670000000 ,1670 ,4,4,102,124,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1805,tambaksari,1670000000 ,1670 ,4,4,102,124,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1806,tambaksari,1670000000 ,1670 ,4,4,102,124,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1807,tambaksari,1670000000 ,1670 ,4,4,104,124,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1808,rungkut,1670000000 ,1670 ,3,2,128,100,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P1809,mulyorejo,1680000000 ,1680 ,3,3,80,140,SHM - Sertifikat Hak Milik,4400,1,2,1,4
P1810,wiyung,1680000000 ,1680 ,4,4,328,450,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P1811,wiyung,1690000000 ,1690 ,3,3,84,111,SHM - Sertifikat Hak Milik,2200,0,1,0,4
P1812,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1813,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1814,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1815,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1816,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,0,4
P1817,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,0,1,1,4
P1818,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1819,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1820,rungkut,1690000000 ,1690 ,4,4,87,120,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P1821,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1822,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1823,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1824,rungkut,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1825,sukolilo,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1826,sukolilo,1690000000 ,1690 ,3,3,87,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1827,rungkut,1690000000 ,1690 ,3,3,91,140,SHM - Sertifikat Hak Milik,2200,1,1,1,4
P1828,rungkut,1690000000 ,1690 ,3,3,91,140,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1829,tambaksari,1690000000 ,1690 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1830,sukolilo,1690000000 ,1690 ,3,2,102,120,"Lainnya (PPJB,Girik,Adat,dll)",2200,1,2,0,4
P1831,sukolilo,1690000000 ,1690 ,3,2,102,120,SHM - Sertifikat Hak Milik,1300,0,2,1,4
P1832,sukolilo,1690000000 ,1690 ,3,2,102,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1833,sukolilo,1690000000 ,1690 ,3,2,102,120,HGB - Hak Guna Bangunan,2200,1,2,1,4
P1834,sukolilo,1690000000 ,1690 ,3,2,102,120,"Lainnya (PPJB,Girik,Adat,dll)",2200,0,2,0,4
P1835,sukolilo,1690000000 ,1690 ,4,3,102,120,HGB - Hak Guna Bangunan,2200,0,2,0,4
P1836,jambangan,1690000000 ,1690 ,3,2,126,68,SHM - Sertifikat Hak Milik,1300,0,1,1,2
P1837,kenjeran,1690000000 ,1690 ,5,4,140,300,"Lainnya (PPJB,Girik,Adat,dll)",13200,1,3,1,2
P1838,wiyung,1600000000 ,1600 ,3,3,50,115,SHM - Sertifikat Hak Milik,3500,0,1,0,2
P1839,kenjeran,1600000000 ,1600 ,2,2,55,85,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1840,wiyung,1600000000 ,1600 ,3,2,55,77,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1841,kenjeran,1600000000 ,1600 ,3,3,60,100,SHM - Sertifikat Hak Milik,2200,0,1,1,4
P1842,sambikerep,1600000000 ,1600 ,3,2,60,64,"Lainnya (PPJB,Girik,Adat,dll)",2200,1,2,1,4
P1843,wiyung,1600000000 ,1600 ,3,3,66,198,"Lainnya (PPJB,Girik,Adat,dll)",4400,0,3,0,2
P1844,dukuh pakis,1600000000 ,1600 ,3,3,72,135,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1845,dukuh pakis,1600000000 ,1600 ,3,3,72,135,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1846,jambangan,1600000000 ,1600 ,3,2,72,100,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1847,kenjeran,1600000000 ,1600 ,3,2,72,105,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1848,sukolilo,1600000000 ,1600 ,3,3,72,105,HGB - Hak Guna Bangunan,2200,0,3,1,2
P1849,tandes,1600000000 ,1600 ,2,2,72,70,"Lainnya (PPJB,Girik,Adat,dll)",2200,1,2,1,2
P1850,wonocolo,1600000000 ,1600 ,5,3,72,140,SHM - Sertifikat Hak Milik,2200,0,2,1,2
P1851,wonocolo,1600000000 ,1600 ,3,2,72,110,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1852,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1853,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1854,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1855,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1856,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1857,dukuh pakis,1600000000 ,1600 ,4,4,75,135,SHM - Sertifikat Hak Milik,3300,0,1,0,2
P1858,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,1,2,0,4
P1859,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1860,dukuh pakis,1600000000 ,1600 ,3,3,75,135,SHM - Sertifikat Hak Milik,2200,0,2,1,2
P1861,mulyorejo,1600000000 ,1600 ,3,4,75,75,SHM - Sertifikat Hak Milik,3500,0,2,1,2
P1862,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1863,rungkut,1600000000 ,1600 ,4,4,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1864,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1865,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1866,rungkut,1600000000 ,1600 ,4,4,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1867,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1868,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1869,rungkut,1600000000 ,1600 ,3,2,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1870,rungkut,1600000000 ,1600 ,3,2,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1871,rungkut,1600000000 ,1600 ,4,4,75,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1872,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1873,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1874,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1875,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1876,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1877,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1878,rungkut,1600000000 ,1600 ,3,2,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1879,rungkut,1600000000 ,1600 ,3,3,75,140,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1880,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1881,rungkut,1600000000 ,1600 ,4,4,75,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1882,rungkut,1600000000 ,1600 ,4,4,75,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1883,rungkut,1600000000 ,1600 ,4,4,75,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1884,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1885,rungkut,1600000000 ,1600 ,3,3,75,90,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P1886,rungkut,1600000000 ,1600 ,4,4,75,90,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1887,lakarsantri,1600000000 ,1600 ,3,2,80,119,HGB - Hak Guna Bangunan,1300,1,2,1,4
P1888,rungkut,1600000000 ,1600 ,4,4,84,120,SHM - Sertifikat Hak Milik,4400,0,2,0,4
P1889,tandes,1600000000 ,1600 ,3,3,84,148,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P1890,dukuh pakis,1600000000 ,1600 ,3,3,85,150,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1891,dukuh pakis,1600000000 ,1600 ,3,3,85,150,"Lainnya (PPJB,Girik,Adat,dll)",2200,0,2,0,4
P1892,kenjeran,1600000000 ,1600 ,2,3,85,120,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1893,wonokromo,1600000000 ,1600 ,2,3,85,85,SHM - Sertifikat Hak Milik,4400,1,1,1,2
P1894,rungkut,1600000000 ,1600 ,3,3,87,115,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P1895,dukuh pakis,1600000000 ,1600 ,3,3,90,130,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P1896,dukuh pakis,1600000000 ,1600 ,3,3,90,130,SHM - Sertifikat Hak Milik,3500,0,2,1,2
P1897,dukuh pakis,1600000000 ,1600 ,3,3,90,130,SHM - Sertifikat Hak Milik,3500,0,2,1,3
P1898,jambangan,1600000000 ,1600 ,3,2,90,180,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P1899,kenjeran,1600000000 ,1600 ,3,3,90,150,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1900,rungkut,1600000000 ,1600 ,3,2,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1901,rungkut,1600000000 ,1600 ,4,3,90,130,SHM - Sertifikat Hak Milik,2200,0,1,0,4
P1902,rungkut,1600000000 ,1600 ,4,3,90,130,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1903,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1904,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1905,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1906,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P1907,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P1908,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P1909,rungkut,1600000000 ,1600 ,3,2,90,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1910,rungkut,1600000000 ,1600 ,4,3,90,130,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1911,rungkut,1600000000 ,1600 ,4,3,90,130,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1912,rungkut,1600000000 ,1600 ,4,3,90,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1913,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P1914,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1915,rungkut,1600000000 ,1600 ,3,2,90,120,SHM - Sertifikat Hak Milik,1300,0,2,0,4
P1916,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1917,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P1918,rungkut,1600000000 ,1600 ,4,3,90,120,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P1919,rungkut,1600000000 ,1600 ,3,2,90,120,SHM - Sertifikat Hak Milik,1300,0,2,0,4
P1920,rungkut,1600000000 ,1600 ,3,2,90,120,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P1921,tandes,1600000000 ,1600 ,4,2,90,100,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1922,tandes,1600000000 ,1600 ,3,2,90,100,HGB - Hak Guna Bangunan,2200,0,2,0,4
P1923,tandes,1600000000 ,1600 ,4,4,90,130,SHM - Sertifikat Hak Milik,3500,0,1,0,2
P1924,kenjeran,1600000000 ,1600 ,2,1,91,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1925,pakal,1600000000 ,1600 ,2,2,91,72,"Lainnya (PPJB,Girik,Adat,dll)",2200,0,1,0,2
P1926,dukuh pakis,1600000000 ,1600 ,3,3,95,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1927,dukuh pakis,1600000000 ,1600 ,3,3,95,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1928,dukuh pakis,1600000000 ,1600 ,3,3,95,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1929,dukuh pakis,1600000000 ,1600 ,3,3,95,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1930,dukuh pakis,1600000000 ,1600 ,3,3,95,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1931,dukuh pakis,1600000000 ,1600 ,3,3,95,130,SHM - Sertifikat Hak Milik,3500,1,2,1,3
P1932,rungkut,1600000000 ,1600 ,3,2,96,96,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P1933,sambikerep,1600000000 ,1600 ,2,1,96,75,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P1934,sukolilo,1600000000 ,1600 ,3,2,96,132,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P1935,sukolilo,1600000000 ,1600 ,3,3,96,132,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P1936,sambikerep,1600000000 ,1600 ,3,2,98,140,SHM - Sertifikat Hak Milik,2200,0,2,1,2
P1937,sambikerep,1600000000 ,1600 ,4,2,98,140,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P1938,kenjeran,1600000000 ,1600 ,3,3,100,150,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P1939,kenjeran,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1940,kenjeran,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1941,kenjeran,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1942,kenjeran,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1943,kenjeran,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1944,kenjeran,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1945,kenjeran,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,1,1,1,4
P1946,rungkut,1600000000 ,1600 ,3,3,100,115,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P1947,rungkut,1600000000 ,1600 ,3,3,100,155,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P1948,tambaksari,1600000000 ,1600 ,3,3,100,100,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P1949,tambaksari,1600000000 ,1600 ,3,3,100,120,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P1950,tambaksari,1600000000 ,1600 ,3,3,100,150,SHM - Sertifikat Hak Milik,4400,0,2,1,3
